ipsource,entropy ipdest,entropy portdst,ipdest,portdest,Num de cluster
162.243.145.24,5.044394119358454,-0.0,"['193.194.76.248', '193.194.76.230', '193.194.76.244', '193.194.76.240', '193.194.76.246', '193.194.76.226', '193.194.76.239', '193.194.76.242', '193.194.76.237', '193.194.76.232', '193.194.76.251', '193.194.76.222', '193.194.76.247', '193.194.76.236', '193.194.76.224', '193.194.76.225', '193.194.76.227', '193.194.76.229', '193.194.76.233', '193.194.76.243', '193.194.76.228', '193.194.76.252', '193.194.76.250', '193.194.76.223', '193.194.76.238', '193.194.76.249', '193.194.76.254', '193.194.76.241', '193.194.76.235', '193.194.76.245', '193.194.76.253', '193.194.76.231', '193.194.76.234']","[27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018]",5
162.243.146.9,5.044394119358454,-0.0,"['193.194.76.246', '193.194.76.233', '193.194.76.241', '193.194.76.227', '193.194.76.251', '193.194.76.244', '193.194.76.239', '193.194.76.236', '193.194.76.231', '193.194.76.229', '193.194.76.242', '193.194.76.248', '193.194.76.234', '193.194.76.252', '193.194.76.223', '193.194.76.243', '193.194.76.245', '193.194.76.230', '193.194.76.232', '193.194.76.249', '193.194.76.254', '193.194.76.238', '193.194.76.250', '193.194.76.240', '193.194.76.235', '193.194.76.224', '193.194.76.247', '193.194.76.253', '193.194.76.226', '193.194.76.225', '193.194.76.237', '193.194.76.228', '193.194.76.222']","[2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638]",5
162.243.149.136,5.044394119358454,-0.0,"['193.194.76.222', '193.194.76.247', '193.194.76.225', '193.194.76.237', '193.194.76.235', '193.194.76.253', '193.194.76.228', '193.194.76.224', '193.194.76.252', '193.194.76.239', '193.194.76.240', '193.194.76.251', '193.194.76.243', '193.194.76.241', '193.194.76.229', '193.194.76.230', '193.194.76.223', '193.194.76.242', '193.194.76.250', '193.194.76.227', '193.194.76.236', '193.194.76.248', '193.194.76.232', '193.194.76.234', '193.194.76.238', '193.194.76.246', '193.194.76.226', '193.194.76.245', '193.194.76.249', '193.194.76.231', '193.194.76.244', '193.194.76.233', '193.194.76.254']","[2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375]",5
162.243.151.238,5.044394119358454,-0.0,"['193.194.76.238', '193.194.76.241', '193.194.76.240', '193.194.76.248', '193.194.76.228', '193.194.76.254', '193.194.76.233', '193.194.76.245', '193.194.76.246', '193.194.76.223', '193.194.76.251', '193.194.76.226', '193.194.76.222', '193.194.76.232', '193.194.76.224', '193.194.76.242', '193.194.76.231', '193.194.76.253', '193.194.76.229', '193.194.76.236', '193.194.76.243', '193.194.76.230', '193.194.76.239', '193.194.76.225', '193.194.76.250', '193.194.76.247', '193.194.76.234', '193.194.76.235', '193.194.76.252', '193.194.76.249', '193.194.76.227', '193.194.76.237', '193.194.76.244']","[3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306]",5
162.243.151.46,5.044394119358454,-0.0,"['193.194.76.227', '193.194.76.242', '193.194.76.250', '193.194.76.225', '193.194.76.252', '193.194.76.236', '193.194.76.246', '193.194.76.239', '193.194.76.243', '193.194.76.233', '193.194.76.251', '193.194.76.223', '193.194.76.224', '193.194.76.228', '193.194.76.247', '193.194.76.230', '193.194.76.238', '193.194.76.254', '193.194.76.237', '193.194.76.240', '193.194.76.234', '193.194.76.244', '193.194.76.235', '193.194.76.222', '193.194.76.241', '193.194.76.249', '193.194.76.253', '193.194.76.231', '193.194.76.232', '193.194.76.248', '193.194.76.226', '193.194.76.245', '193.194.76.229']","[27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017]",5
162.243.151.87,5.044394119358454,-0.0,"['193.194.76.235', '193.194.76.224', '193.194.76.240', '193.194.76.252', '193.194.76.242', '193.194.76.234', '193.194.76.238', '193.194.76.247', '193.194.76.251', '193.194.76.239', '193.194.76.227', '193.194.76.233', '193.194.76.231', '193.194.76.232', '193.194.76.225', '193.194.76.249', '193.194.76.237', '193.194.76.230', '193.194.76.245', '193.194.76.248', '193.194.76.250', '193.194.76.244', '193.194.76.228', '193.194.76.253', '193.194.76.243', '193.194.76.226', '193.194.76.223', '193.194.76.236', '193.194.76.241', '193.194.76.254', '193.194.76.222', '193.194.76.246', '193.194.76.229']","[47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808]",5
162.249.234.124,-0.0,-0.0,['193.194.76.252'],[23],1
162.252.58.251,3.169925001442312,-0.0,"['193.194.76.244', '193.194.76.242', '193.194.76.238', '193.194.76.222', '193.194.76.235', '193.194.76.246', '193.194.76.223', '193.194.76.237', '193.194.76.227']","[445, 445, 445, 445, 445, 445, 445, 445, 445]",59
163.142.214.64,-0.0,-0.0,['193.194.76.241'],[2323],1
163.47.33.82,-0.0,-0.0,['193.194.76.239'],[8080],1
164.52.12.162,1.584962500721156,-0.0,"['193.194.76.230', '193.194.76.249', '193.194.76.228']","[445, 445, 445]",3
164.52.24.162,-0.0,-0.0,['193.194.76.252'],[443],1
164.52.24.164,-0.0,-0.0,['193.194.76.225'],[22],1
164.52.24.165,-0.0,-0.0,['193.194.76.243'],[21],1
164.52.24.167,-0.0,-0.0,['193.194.76.226'],[23],1
164.52.24.168,-0.0,-0.0,['193.194.76.248'],[25],1
164.52.24.170,-0.0,-0.0,['193.194.76.244'],[3306],1
164.52.24.172,1.0,-0.0,"['193.194.76.250', '193.194.76.250', '193.194.76.245', '193.194.76.245']","[8089, 8089, 8089, 8089]",8
164.52.24.173,-0.0,-0.0,"['193.194.76.236', '193.194.76.236']","[2222, 2222]",1
164.52.24.175,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[5000, 5000, 502, 502]",7
164.52.24.176,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[84, 84, 5007, 5007]",7
164.52.24.177,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[990, 990, 524, 524]",7
164.52.24.178,1.0,-0.0,"['193.194.76.238', '193.194.76.238', '193.194.76.236', '193.194.76.236']","[444, 444, 444, 444]",8
164.52.24.181,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[67, 67, 68, 68]",7
164.52.24.182,-0.0,-0.0,['193.194.76.227'],[81],1
165.16.37.177,-0.0,-0.0,['193.194.76.226'],[80],1
165.16.42.3,-0.0,-0.0,['193.194.76.232'],[80],1
165.22.240.111,-0.0,-0.0,"['193.194.76.243', '193.194.76.243']","[23, 23]",1
165.22.78.104,-0.0,-0.0,['193.194.76.228'],[23],1
165.22.78.62,1.0,-0.0,"['193.194.76.226', '193.194.76.253']","[37215, 37215]",8
165.255.58.228,3.2516291673878226,1.0,"['193.194.76.228', '193.194.76.240', '193.194.76.234', '193.194.76.248', '193.194.76.253', '193.194.76.224', '193.194.76.249', '193.194.76.247', '193.194.76.250', '193.194.76.253', '193.194.76.254', '193.194.76.254']","[445, 445, 445, 445, 445, 1433, 1433, 1433, 1433, 1433, 445, 1433]",51
166.70.83.208,-0.0,-0.0,['193.194.76.235'],[5555],1
167.249.188.232,-0.0,-0.0,['193.194.76.241'],[23],1
167.99.177.210,1.0,-0.0,"['193.194.76.237', '193.194.76.225']","[23, 23]",8
167.99.183.111,2.0,-0.0,"['193.194.76.231', '193.194.76.222', '193.194.76.232', '193.194.76.241']","[22, 22, 22, 22]",20
167.99.208.109,-0.0,-0.0,['193.194.76.223'],[23],1
167.99.212.201,2.807354922057604,-0.0,"['193.194.76.248', '193.194.76.238', '193.194.76.251', '193.194.76.225', '193.194.76.254', '193.194.76.253', '193.194.76.224']","[27017, 27017, 27017, 27017, 27017, 27017, 27017]",9
167.99.223.145,-0.0,-0.0,['193.194.76.250'],[23],1
