ipsource,entropy ipdest,entropy portdst,ipdest,portdest
193.32.163.72,4.889049535914168,2.115756203774408,"['193.194.76.236', '193.194.76.252', '193.194.76.242', '193.194.76.235', '193.194.76.234', '193.194.76.232', '193.194.76.254', '193.194.76.246', '193.194.76.245', '193.194.76.253', '193.194.76.253', '193.194.76.244', '193.194.76.243', '193.194.76.229', '193.194.76.251', '193.194.76.224', '193.194.76.250', '193.194.76.235', '193.194.76.248', '193.194.76.241', '193.194.76.247', '193.194.76.224', '193.194.76.238', '193.194.76.225', '193.194.76.227', '193.194.76.244', '193.194.76.229', '193.194.76.254', '193.194.76.223', '193.194.76.241', '193.194.76.239', '193.194.76.250', '193.194.76.230', '193.194.76.223', '193.194.76.234', '193.194.76.242', '193.194.76.247', '193.194.76.234', '193.194.76.249', '193.194.76.233', '193.194.76.236', '193.194.76.252', '193.194.76.226', '193.194.76.225', '193.194.76.232', '193.194.76.254', '193.194.76.246', '193.194.76.246', '193.194.76.232', '193.194.76.222', '193.194.76.226', '193.194.76.240', '193.194.76.251', '193.194.76.229', '193.194.76.223', '193.194.76.249', '193.194.76.240', '193.194.76.228', '193.194.76.247', '193.194.76.244', '193.194.76.237', '193.194.76.238']","[3333, 3337, 3337, 3337, 3337, 3337, 3337, 3337, 3337, 3337, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3337, 3337, 3337, 3337, 3337, 3337, 3337, 3337, 3333, 3333, 3333, 3333, 3333, 3333, 3336, 3336, 3336, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3339, 3333, 3333, 3333, 3333, 3333, 3333, 3333, 3338, 3338, 3338, 3338, 3338, 3338, 3338, 3338]"
193.71.189.132,-0.0,-0.0,['193.194.76.238'],[23]
193.95.241.145,-0.0,-0.0,['193.194.76.232'],[80]
194.14.48.156,-0.0,-0.0,['193.194.76.232'],[5555]
194.150.40.97,2.584962500721156,-0.0,"['193.194.76.228', '193.194.76.230', '193.194.76.248', '193.194.76.245', '193.194.76.240', '193.194.76.229']","[445, 445, 445, 445, 445, 445]"
194.28.28.131,-0.0,-0.0,['193.194.76.246'],[445]
194.44.69.49,-0.0,-0.0,['193.194.76.225'],[23]
194.58.71.58,-0.0,-0.0,['193.194.76.233'],[445]
194.93.59.13,4.9818991174862,3.960665171399453,"['193.194.76.224', '193.194.76.229', '193.194.76.239', '193.194.76.234', '193.194.76.233', '193.194.76.238', '193.194.76.252', '193.194.76.225', '193.194.76.253', '193.194.76.253', '193.194.76.244', '193.194.76.253', '193.194.76.252', '193.194.76.231', '193.194.76.222', '193.194.76.226', '193.194.76.249', '193.194.76.252', '193.194.76.240', '193.194.76.233', '193.194.76.232', '193.194.76.247', '193.194.76.229', '193.194.76.238', '193.194.76.237', '193.194.76.233', '193.194.76.237', '193.194.76.228', '193.194.76.243', '193.194.76.230', '193.194.76.246', '193.194.76.254', '193.194.76.243', '193.194.76.253', '193.194.76.252', '193.194.76.254', '193.194.76.225', '193.194.76.251', '193.194.76.233', '193.194.76.246', '193.194.76.252', '193.194.76.229', '193.194.76.233', '193.194.76.244', '193.194.76.250', '193.194.76.236', '193.194.76.247', '193.194.76.230', '193.194.76.249', '193.194.76.228', '193.194.76.252', '193.194.76.234', '193.194.76.241', '193.194.76.242', '193.194.76.224', '193.194.76.239', '193.194.76.232', '193.194.76.242', '193.194.76.237', '193.194.76.222', '193.194.76.235', '193.194.76.240', '193.194.76.238', '193.194.76.254', '193.194.76.248', '193.194.76.229', '193.194.76.245', '193.194.76.244', '193.194.76.231', '193.194.76.243', '193.194.76.230', '193.194.76.239', '193.194.76.247', '193.194.76.228', '193.194.76.246', '193.194.76.233', '193.194.76.224', '193.194.76.236', '193.194.76.248', '193.194.76.244', '193.194.76.237', '193.194.76.229', '193.194.76.247', '193.194.76.223', '193.194.76.243', '193.194.76.252', '193.194.76.223', '193.194.76.253', '193.194.76.235', '193.194.76.227', '193.194.76.225', '193.194.76.230', '193.194.76.242', '193.194.76.254', '193.194.76.222', '193.194.76.228', '193.194.76.236', '193.194.76.232', '193.194.76.253', '193.194.76.240', '193.194.76.234', '193.194.76.230', '193.194.76.248', '193.194.76.249', '193.194.76.247', '193.194.76.245', '193.194.76.249', '193.194.76.252', '193.194.76.244', '193.194.76.231', '193.194.76.227', '193.194.76.246', '193.194.76.244', '193.194.76.236', '193.194.76.243', '193.194.76.228', '193.194.76.251', '193.194.76.238', '193.194.76.247', '193.194.76.230', '193.194.76.225', '193.194.76.240', '193.194.76.223', '193.194.76.222', '193.194.76.242', '193.194.76.239', '193.194.76.241', '193.194.76.233', '193.194.76.250', '193.194.76.228', '193.194.76.229', '193.194.76.226', '193.194.76.242', '193.194.76.232', '193.194.76.224', '193.194.76.239', '193.194.76.243', '193.194.76.231', '193.194.76.242', '193.194.76.246', '193.194.76.226', '193.194.76.230', '193.194.76.223', '193.194.76.253', '193.194.76.249', '193.194.76.243', '193.194.76.252', '193.194.76.231', '193.194.76.244', '193.194.76.248', '193.194.76.236', '193.194.76.239', '193.194.76.233', '193.194.76.228', '193.194.76.241', '193.194.76.237', '193.194.76.251', '193.194.76.250', '193.194.76.222', '193.194.76.234', '193.194.76.235', '193.194.76.225', '193.194.76.252', '193.194.76.254', '193.194.76.238', '193.194.76.222', '193.194.76.241', '193.194.76.227', '193.194.76.230', '193.194.76.226', '193.194.76.228', '193.194.76.245', '193.194.76.235', '193.194.76.253', '193.194.76.244', '193.194.76.222', '193.194.76.228', '193.194.76.231', '193.194.76.249', '193.194.76.229', '193.194.76.234', '193.194.76.243', '193.194.76.252', '193.194.76.254', '193.194.76.241', '193.194.76.226', '193.194.76.251', '193.194.76.224', '193.194.76.223', '193.194.76.230', '193.194.76.245', '193.194.76.242', '193.194.76.225', '193.194.76.246', '193.194.76.253', '193.194.76.250', '193.194.76.227', '193.194.76.242', '193.194.76.236']","[7789, 7789, 7789, 7789, 7789, 7789, 7789, 3408, 3408, 3333, 63389, 63389, 3333, 63389, 3408, 3408, 63389, 63389, 13389, 3408, 13389, 63389, 63389, 13389, 63389, 63389, 13389, 63389, 13389, 63389, 63389, 3398, 3396, 5489, 5489, 5489, 53389, 3396, 3396, 3396, 33899, 53389, 5000, 3396, 3396, 3396, 3396, 53389, 3396, 53389, 3396, 3396, 3396, 33899, 53389, 3396, 3396, 3396, 3396, 33899, 3396, 3396, 3396, 3396, 2289, 2289, 2289, 2289, 2289, 2289, 2289, 2289, 2289, 5000, 5000, 2389, 2389, 3399, 5000, 5000, 5000, 5000, 5000, 2389, 2389, 2389, 5000, 2389, 2389, 5000, 2389, 2389, 5000, 5000, 5000, 2389, 2389, 3400, 5000, 2389, 2389, 5000, 2389, 3400, 2389, 3400, 2389, 3400, 3400, 2389, 3400, 3400, 2389, 3400, 3400, 3400, 2389, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 9833, 2389, 3400, 8889, 8889, 3400, 33890, 9833, 9833, 9833, 9833, 33898, 33898, 33898, 33898, 33898, 33898, 3395, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33898, 33894, 33894, 33894, 33894, 7789, 7789, 7789, 7789, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 3374, 9833, 3374, 33894, 33894, 3386, 3386, 3386]"
195.12.190.214,1.0,-0.0,"['193.194.76.235', '193.194.76.228']","[445, 445]"
195.142.115.111,2.321928094887362,1.5219280948873621,"['193.194.76.250', '193.194.76.234', '193.194.76.252', '193.194.76.244', '193.194.76.239']","[6380, 6380, 8080, 8080, 6379]"
195.149.193.7,-0.0,-0.0,['193.194.76.241'],[80]
195.190.112.106,-0.0,-0.0,['193.194.76.251'],[445]
195.191.187.232,-0.0,-0.0,['193.194.76.240'],[23]
195.225.147.210,-0.0,-0.0,['193.194.76.235'],[445]
195.34.205.150,-0.0,-0.0,['193.194.76.230'],[23]
195.34.239.22,4.247927513443585,-0.0,"['193.194.76.224', '193.194.76.231', '193.194.76.226', '193.194.76.228', '193.194.76.237', '193.194.76.247', '193.194.76.230', '193.194.76.254', '193.194.76.238', '193.194.76.227', '193.194.76.239', '193.194.76.229', '193.194.76.248', '193.194.76.244', '193.194.76.235', '193.194.76.242', '193.194.76.249', '193.194.76.240', '193.194.76.223']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
195.68.111.242,-0.0,-0.0,"['193.194.76.252', '193.194.76.252', '193.194.76.252', '193.194.76.252']","[23, 23, 23, 23]"
195.9.250.29,-0.0,-0.0,['193.194.76.254'],[23]
196.206.255.42,-0.0,-0.0,['193.194.76.244'],[5431]
196.218.140.244,-0.0,-0.0,['193.194.76.250'],[23]
196.218.37.194,-0.0,-0.0,['193.194.76.233'],[23]
196.218.89.46,-0.0,-0.0,['193.194.76.222'],[139]
196.34.92.62,3.7004397181410926,-0.0,"['193.194.76.222', '193.194.76.246', '193.194.76.225', '193.194.76.239', '193.194.76.228', '193.194.76.236', '193.194.76.247', '193.194.76.235', '193.194.76.233', '193.194.76.229', '193.194.76.224', '193.194.76.242', '193.194.76.251']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
196.37.111.170,-0.0,-0.0,['193.194.76.250'],[445]
196.52.43.100,2.321928094887362,2.321928094887362,"['193.194.76.232', '193.194.76.249', '193.194.76.234', '193.194.76.243', '193.194.76.235']","[143, 5432, 5908, 138, 8333]"
196.52.43.101,1.584962500721156,1.584962500721156,"['193.194.76.254', '193.194.76.244', '193.194.76.247']","[110, 3306, 27017]"
196.52.43.102,2.2516291673878226,1.7924812503605778,"['193.194.76.243', '193.194.76.253', '193.194.76.234', '193.194.76.229', '193.194.76.234', '193.194.76.224']","[23, 23, 23, 5985, 8531, 5222]"
196.52.43.103,2.584962500721156,2.584962500721156,"['193.194.76.248', '193.194.76.222', '193.194.76.241', '193.194.76.225', '193.194.76.229', '193.194.76.236']","[23, 2160, 5900, 1433, 3306, 22]"
196.52.43.104,1.584962500721156,1.584962500721156,"['193.194.76.247', '193.194.76.248', '193.194.76.234']","[5432, 68, 135]"
196.52.43.105,2.5216406363433186,2.5216406363433186,"['193.194.76.232', '193.194.76.239', '193.194.76.230', '193.194.76.254', '193.194.76.239', '193.194.76.233', '193.194.76.249']","[50070, 5060, 1433, 139, 23, 23, 3306]"
196.52.43.106,1.584962500721156,1.584962500721156,"['193.194.76.229', '193.194.76.233', '193.194.76.245']","[3389, 21, 23]"
196.52.43.108,2.807354922057604,2.5216406363433186,"['193.194.76.244', '193.194.76.239', '193.194.76.240', '193.194.76.237', '193.194.76.226', '193.194.76.228', '193.194.76.235']","[3389, 1433, 68, 5904, 5906, 5906, 2484]"
196.52.43.109,2.75,3.0,"['193.194.76.253', '193.194.76.242', '193.194.76.239', '193.194.76.251', '193.194.76.225', '193.194.76.240', '193.194.76.227', '193.194.76.225']","[8531, 1433, 3389, 5908, 2484, 5910, 8090, 3052]"
196.52.43.110,1.0,1.0,"['193.194.76.241', '193.194.76.222']","[44818, 401]"
196.52.43.111,2.0,2.0,"['193.194.76.251', '193.194.76.241', '193.194.76.243', '193.194.76.231']","[37777, 3306, 5905, 3389]"
196.52.43.112,1.0,1.0,"['193.194.76.223', '193.194.76.243']","[5432, 110]"
196.52.43.114,2.0,2.0,"['193.194.76.238', '193.194.76.229', '193.194.76.234', '193.194.76.231']","[118, 990, 5902, 135]"
196.52.43.115,2.321928094887362,1.9219280948873623,"['193.194.76.231', '193.194.76.237', '193.194.76.252', '193.194.76.226', '193.194.76.228']","[9418, 21, 554, 987, 987]"
196.52.43.116,2.0,2.0,"['193.194.76.230', '193.194.76.240', '193.194.76.231', '193.194.76.223']","[23, 8090, 80, 8530]"
196.52.43.117,2.5216406363433186,2.5216406363433186,"['193.194.76.250', '193.194.76.234', '193.194.76.246', '193.194.76.238', '193.194.76.251', '193.194.76.233', '193.194.76.238']","[5060, 3389, 5060, 5900, 5985, 3333, 16010]"
196.52.43.118,2.807354922057604,2.5216406363433186,"['193.194.76.235', '193.194.76.223', '193.194.76.243', '193.194.76.250', '193.194.76.224', '193.194.76.252', '193.194.76.251']","[118, 3306, 3493, 21, 21, 2483, 5289]"
196.52.43.119,2.584962500721156,2.584962500721156,"['193.194.76.242', '193.194.76.254', '193.194.76.246', '193.194.76.230', '193.194.76.234', '193.194.76.244']","[2161, 5060, 5900, 135, 118, 593]"
196.52.43.120,-0.0,1.0,"['193.194.76.231', '193.194.76.231']","[8531, 62078]"
196.52.43.121,2.0,2.0,"['193.194.76.234', '193.194.76.232', '193.194.76.224', '193.194.76.250']","[5900, 3389, 3493, 5907]"
196.52.43.122,2.321928094887362,2.321928094887362,"['193.194.76.242', '193.194.76.229', '193.194.76.225', '193.194.76.237', '193.194.76.222']","[9200, 67, 2001, 6379, 118]"
196.52.43.123,1.5,2.0,"['193.194.76.250', '193.194.76.243', '193.194.76.243', '193.194.76.241']","[111, 2121, 1026, 135]"
196.52.43.124,2.0,2.0,"['193.194.76.241', '193.194.76.231', '193.194.76.234', '193.194.76.222']","[554, 5432, 3306, 2161]"
196.52.43.125,1.584962500721156,1.584962500721156,"['193.194.76.230', '193.194.76.236', '193.194.76.238']","[2484, 2121, 2161]"
196.52.43.126,2.913977073182752,3.095795255000934,"['193.194.76.226', '193.194.76.228', '193.194.76.223', '193.194.76.226', '193.194.76.228', '193.194.76.224', '193.194.76.224', '193.194.76.241', '193.194.76.240', '193.194.76.239', '193.194.76.235']","[5432, 5432, 8090, 44818, 44818, 1025, 3389, 16010, 1433, 5061, 5909]"
196.52.43.127,2.5216406363433186,2.807354922057604,"['193.194.76.252', '193.194.76.247', '193.194.76.240', '193.194.76.252', '193.194.76.225', '193.194.76.234', '193.194.76.229']","[21, 5060, 3389, 16010, 5900, 401, 50070]"
196.52.43.128,1.9219280948873623,1.9219280948873623,"['193.194.76.254', '193.194.76.233', '193.194.76.237', '193.194.76.233', '193.194.76.247']","[1433, 3389, 5908, 5906, 3389]"
196.52.43.129,2.321928094887362,2.321928094887362,"['193.194.76.231', '193.194.76.245', '193.194.76.250', '193.194.76.227', '193.194.76.251']","[990, 5900, 1433, 2161, 8088]"
196.52.43.130,2.321928094887362,1.9219280948873623,"['193.194.76.250', '193.194.76.235', '193.194.76.229', '193.194.76.232', '193.194.76.224']","[3306, 23, 23, 5900, 5905]"
196.52.43.131,1.5219280948873621,2.321928094887362,"['193.194.76.232', '193.194.76.232', '193.194.76.245', '193.194.76.222', '193.194.76.222']","[5986, 5432, 21, 5900, 20]"
196.52.43.51,3.0,3.0,"['193.194.76.249', '193.194.76.225', '193.194.76.234', '193.194.76.242', '193.194.76.244', '193.194.76.229', '193.194.76.246', '193.194.76.248']","[3389, 5060, 8443, 5904, 5061, 135, 2323, 1025]"
196.52.43.52,3.0,2.25,"['193.194.76.240', '193.194.76.241', '193.194.76.251', '193.194.76.222', '193.194.76.243', '193.194.76.235', '193.194.76.232', '193.194.76.254']","[23, 23, 21, 21, 3306, 3306, 5000, 111]"
196.52.43.53,2.75,3.0,"['193.194.76.244', '193.194.76.223', '193.194.76.244', '193.194.76.230', '193.194.76.242', '193.194.76.224', '193.194.76.241', '193.194.76.235']","[5060, 111, 1433, 5432, 5900, 11211, 5909, 445]"
196.52.43.54,2.0,2.0,"['193.194.76.247', '193.194.76.224', '193.194.76.227', '193.194.76.246']","[111, 3306, 23, 995]"
196.52.43.55,2.2516291673878226,2.584962500721156,"['193.194.76.245', '193.194.76.241', '193.194.76.225', '193.194.76.250', '193.194.76.241', '193.194.76.248']","[593, 6379, 2483, 8530, 5907, 139]"
196.52.43.56,2.0,2.0,"['193.194.76.236', '193.194.76.248', '193.194.76.237', '193.194.76.242']","[3389, 9418, 9042, 5909]"
196.52.43.57,2.0,2.0,"['193.194.76.245', '193.194.76.236', '193.194.76.238', '193.194.76.252']","[80, 5907, 5910, 138]"
196.52.43.58,2.5216406363433186,2.807354922057604,"['193.194.76.229', '193.194.76.238', '193.194.76.237', '193.194.76.245', '193.194.76.235', '193.194.76.223', '193.194.76.235']","[21, 3306, 5432, 554, 9042, 5800, 67]"
196.52.43.59,2.0,2.0,"['193.194.76.251', '193.194.76.230', '193.194.76.244', '193.194.76.236']","[5432, 3306, 21, 135]"
196.52.43.60,1.5,2.0,"['193.194.76.252', '193.194.76.233', '193.194.76.230', '193.194.76.252']","[1433, 5800, 5910, 139]"
196.52.43.61,1.0,1.0,"['193.194.76.254', '193.194.76.235']","[21, 2001]"
196.52.43.62,2.584962500721156,2.584962500721156,"['193.194.76.246', '193.194.76.235', '193.194.76.236', '193.194.76.244', '193.194.76.231', '193.194.76.250']","[22, 62078, 111, 8888, 5904, 2001]"
196.52.43.63,1.584962500721156,1.584962500721156,"['193.194.76.247', '193.194.76.249', '193.194.76.251']","[1433, 443, 111]"
196.52.43.64,2.584962500721156,2.584962500721156,"['193.194.76.224', '193.194.76.230', '193.194.76.251', '193.194.76.241', '193.194.76.240', '193.194.76.223']","[5908, 8081, 990, 2121, 67, 6001]"
196.52.43.65,2.725480556997868,2.725480556997868,"['193.194.76.245', '193.194.76.226', '193.194.76.228', '193.194.76.229', '193.194.76.236', '193.194.76.223', '193.194.76.226', '193.194.76.228', '193.194.76.249']","[8088, 23, 23, 5900, 5906, 139, 389, 389, 111]"
196.52.43.66,3.0,3.0,"['193.194.76.235', '193.194.76.247', '193.194.76.224', '193.194.76.238', '193.194.76.246', '193.194.76.248', '193.194.76.225', '193.194.76.244']","[3389, 16010, 389, 5432, 9042, 873, 9200, 990]"
196.52.43.85,2.5,3.0,"['193.194.76.252', '193.194.76.246', '193.194.76.223', '193.194.76.237', '193.194.76.223', '193.194.76.247', '193.194.76.246', '193.194.76.238']","[3306, 3389, 50070, 9443, 5289, 139, 7547, 62078]"
196.52.43.86,1.0,1.0,"['193.194.76.231', '193.194.76.245']","[3306, 1433]"
196.52.43.87,1.9219280948873623,2.321928094887362,"['193.194.76.223', '193.194.76.245', '193.194.76.225', '193.194.76.232', '193.194.76.245']","[23, 993, 554, 3493, 5902]"
196.52.43.88,2.584962500721156,2.584962500721156,"['193.194.76.225', '193.194.76.244', '193.194.76.248', '193.194.76.249', '193.194.76.246', '193.194.76.232']","[3389, 5432, 5900, 44818, 2161, 118]"
196.52.43.89,2.807354922057604,2.5216406363433186,"['193.194.76.232', '193.194.76.245', '193.194.76.242', '193.194.76.233', '193.194.76.244', '193.194.76.234', '193.194.76.231']","[5060, 3389, 5060, 5903, 5909, 8888, 502]"
196.52.43.90,1.584962500721156,1.584962500721156,"['193.194.76.247', '193.194.76.248', '193.194.76.253']","[3306, 443, 8080]"
196.52.43.91,2.807354922057604,2.1280852788913944,"['193.194.76.251', '193.194.76.249', '193.194.76.241', '193.194.76.226', '193.194.76.228', '193.194.76.234', '193.194.76.233']","[5900, 23, 2323, 5060, 5060, 5432, 5060]"
196.52.43.92,1.0,1.0,"['193.194.76.235', '193.194.76.253']","[27017, 21]"
196.52.43.93,2.5216406363433186,2.807354922057604,"['193.194.76.237', '193.194.76.227', '193.194.76.243', '193.194.76.227', '193.194.76.250', '193.194.76.230', '193.194.76.249']","[23, 1433, 5900, 2484, 5902, 2323, 2483]"
196.52.43.94,2.0,2.0,"['193.194.76.252', '193.194.76.227', '193.194.76.222', '193.194.76.239']","[593, 135, 1521, 143]"
196.52.43.95,3.0,2.75,"['193.194.76.233', '193.194.76.244', '193.194.76.240', '193.194.76.253', '193.194.76.224', '193.194.76.251', '193.194.76.234', '193.194.76.231']","[5900, 5904, 5432, 3389, 5900, 5907, 2161, 50070]"
196.52.43.96,-0.0,-0.0,['193.194.76.224'],[5061]
196.52.43.97,3.169925001442312,2.94770277922009,"['193.194.76.236', '193.194.76.252', '193.194.76.223', '193.194.76.253', '193.194.76.237', '193.194.76.227', '193.194.76.241', '193.194.76.226', '193.194.76.228']","[5986, 3389, 5060, 5910, 139, 5800, 20, 3052, 3052]"
196.52.43.98,2.5,2.75,"['193.194.76.243', '193.194.76.227', '193.194.76.236', '193.194.76.227', '193.194.76.237', '193.194.76.237', '193.194.76.242', '193.194.76.245']","[3389, 6001, 5060, 3389, 22, 2160, 110, 2222]"
196.52.43.99,2.0,1.0,"['193.194.76.223', '193.194.76.227', '193.194.76.228', '193.194.76.226']","[5900, 5900, 502, 502]"
197.156.104.113,-0.0,-0.0,['193.194.76.228'],[445]
197.157.192.245,-0.0,-0.0,['193.194.76.231'],[8080]
197.220.115.194,-0.0,-0.0,['193.194.76.245'],[80]
197.226.7.159,-0.0,-0.0,['193.194.76.237'],[5555]
197.248.24.6,-0.0,-0.0,['193.194.76.238'],[8080]
197.32.111.3,-0.0,-0.0,['193.194.76.228'],[23]
197.33.13.159,-0.0,-0.0,['193.194.76.233'],[23]
197.33.219.187,-0.0,-0.0,['193.194.76.228'],[2323]
197.33.249.181,-0.0,-0.0,['193.194.76.222'],[23]
197.34.154.175,-0.0,-0.0,['193.194.76.224'],[23]
197.35.123.34,-0.0,-0.0,['193.194.76.249'],[23]
197.35.164.255,-0.0,-0.0,['193.194.76.224'],[23]
197.35.207.162,-0.0,-0.0,['193.194.76.241'],[23]
197.35.38.202,-0.0,-0.0,['193.194.76.246'],[23]
197.38.17.94,-0.0,-0.0,['193.194.76.223'],[23]
197.38.29.165,-0.0,-0.0,['193.194.76.231'],[23]
197.38.94.105,-0.0,-0.0,['193.194.76.222'],[23]
197.39.176.149,-0.0,-0.0,['193.194.76.236'],[23]
197.39.192.74,-0.0,-0.0,['193.194.76.222'],[23]
197.40.153.224,-0.0,-0.0,['193.194.76.254'],[23]
197.40.162.231,-0.0,-0.0,['193.194.76.227'],[23]
197.40.245.102,-0.0,-0.0,['193.194.76.227'],[23]
